scanned_id,shelf_id,isbn_13,isbn_10,gbooks_id,gbooks_href,title,subtitle,author,all_authors,category,all_categories,loc_number,loc_href
"9780141195353","-Friedr-TheWilltoP-9780141195353","9780141195353","0141195355","7_gOrgEACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9780141195353","The Will to Power","","Friedrich Nietzsche","Friedrich Nietzsche","","","B3313.W532 E5 2017","https://www.loc.gov/search?q=9780141195353"
"9780140442106","Lite-Lucius-Lettersfro-9780140442106","9780140442106","0140442103","CwOAyAEACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9780140442106","Letters from a Stoic","Epistulae Morales Ad Lucilium","Lucius Annaeus Seneca","Lucius Annaeus Seneca;Seneca","Literary Collections","Literary Collections","","https://www.loc.gov/search?q=9780140442106"
"9780451524935","Lond-George-1984-9780451524935","9780451524935","0451524934","2r53xwEACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9780451524935","1984","A Novel","George Orwell","George Orwell","London (England)","London (England)","","https://www.loc.gov/search?q=9780451524935"
"9780143036357","Lang-George-WhyIWrite-9780143036357","9780143036357","0143036351","6I_qPwAACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9780143036357","Why I Write","","George Orwell","George Orwell","Language Arts & Disciplines","Language Arts & Disciplines","PR6029.R8 A6 2005","https://www.loc.gov/search?q=9780143036357"
"9780061551826","Reli-N.T.Wr-Surprisedb-9780061551826","9780061551826","0061551821","M5df9T6QJjMC","https://www.google.com/search?tbm=bks&q=isbn:9780061551826","Surprised by Hope","Rethinking Heaven, the Resurrection, and the Mission of the Church","N. T. Wright","N. T. Wright","Religion","Religion","BT903 .W75 2008","https://www.loc.gov/search?q=9780061551826"
"9781906388300","Craf-BobbyF-My60Memora-9781906388300","9781906388300","190638830X","5vQ-MHUYhmcC","https://www.google.com/search?tbm=bks&q=isbn:9781906388300","My 60 Memorable Games","Chess Tactics, Chess Strategies with Bobby Fischer","Bobby Fischer","Bobby Fischer","Crafts & Hobbies","Crafts & Hobbies","","https://www.loc.gov/search?q=9781906388300"
"9780553053401","Cosm-Stephe-ABriefHist-9780553053401","","","je8guQEACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9780553053401","A Brief History of Time","From the Big Bang to Black Holes","Stephen Hawking","Stephen Hawking;Stephen William Hawking;Carl Sagan","Cosmology","Cosmology","","https://www.loc.gov/search?q=9780553053401"
"9780738514703","Hist-Helene-ClemsonUni-9780738514703","9780738514703","0738514705","_0T_fqMnTksC","https://www.google.com/search?tbm=bks&q=isbn:9780738514703","Clemson University","","Helene M. Riley","Helene M. Riley","History","History","","https://www.loc.gov/search?q=9780738514703"
"9781634310369","-JamesA-EverybodyI-9781634310369","9781634310369","1634310365","rLozrgEACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9781634310369","Everybody Is Wrong about God","","James A. Lindsay","James A. Lindsay","","","BL473 .L56 2015","https://www.loc.gov/search?q=9781634310369"
"9780812988406","Biog-PaulKa-WhenBreath-9780812988406","9780812988406","081298840X","93faCwAAQBAJ","https://www.google.com/search?tbm=bks&q=isbn:9780812988406","When Breath Becomes Air","","Paul Kalanithi","Paul Kalanithi","Biography & Autobiography","Biography & Autobiography","RC280.L8 K35 2016","https://www.loc.gov/search?q=9780812988406"
"9781585102334","---9781585102334","","","","https://www.google.com/search?tbm=bks&q=isbn:9781585102334","","","","","","","","https://www.loc.gov/search?q=9781585102334"
"X001FJEUJD","---X001FJEUJD","","","","https://www.google.com/search?tbm=bks&q=isbn:X001FJEUJD","","","","","","","","https://www.loc.gov/search?q=X001FJEUJD"
"9780060653200","Reli-C.S.Le-WeightofGl-9780060653200","9780060653200","0060653205","WNTT_8NW_qwC","https://www.google.com/search?tbm=bks&q=isbn:9780060653200","Weight of Glory","","C. S. Lewis","C. S. Lewis","Religion","Religion","","https://www.loc.gov/search?q=9780060653200"
"9780156027533","Biog-Antoin-WartimeWri-9780156027533","9780156027533","0156027534","EGUCAAAACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9780156027533","Wartime Writings, 1939-1944","","Antoine de Saint-Exupéry","Antoine de Saint-Exupéry","Biography & Autobiography","Biography & Autobiography","","https://www.loc.gov/search?q=9780156027533"
"9780312373511","---9780312373511","","","","https://www.google.com/search?tbm=bks&q=isbn:9780312373511","","","","","","","","https://www.loc.gov/search?q=9780312373511"
"9780060589462","Psyc-Robert-ZenandtheA-9780060589462","9780060589462","0060589469","KMRReyLPyXMC","https://www.google.com/search?tbm=bks&q=isbn:9780060589462","Zen and the Art of Motorcycle Maintenance","An Inquiry Into Values","Robert M. Pirsig","Robert M. Pirsig","Psychology","Psychology","","https://www.loc.gov/search?q=9780060589462"
"9780199577491","Phil-PeterA-Philosophy-9780199577491","9780199577491","0199577498","KEpRDAAAQBAJ","https://www.google.com/search?tbm=bks&q=isbn:9780199577491","Philosophy in the Islamic World","A History of Philosophy Without Any Gaps","Peter Adamson","Peter Adamson","Philosophy","Philosophy","B741 .A2845 2018","https://www.loc.gov/search?q=9780199577491"
"9780198728023","Hist-PeterA-Philosophy-9780198728023","9780198728023","0198728026","J5_oCQAAQBAJ","https://www.google.com/search?tbm=bks&q=isbn:9780198728023","Philosophy in the Hellenistic and Roman Worlds","A History of Philosophy Without Any Gaps","Peter Adamson","Peter Adamson","History","History","B505 .A43 2015","https://www.loc.gov/search?q=9780198728023"
"9780199674534","Hist-PeterA-ClassicalP-9780199674534","9780199674534","0199674531","-4c3AwAAQBAJ","https://www.google.com/search?tbm=bks&q=isbn:9780199674534","Classical Philosophy","A History of Philosophy Without Any Gaps","Peter Adamson","Peter Adamson","History","History","B171 .A199 2014","https://www.loc.gov/search?q=9780199674534"
"9780062565419","Fict-C.S.Le-TillWeHave-9780062565419","9780062565419","0062565419","t0mjDAEACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9780062565419","Till We Have Faces","A Myth Retold","C. S. Lewis","C. S. Lewis","Fiction","Fiction","PR6023.E926 T54 2017","https://www.loc.gov/search?q=9780062565419"
"9781891767142","Pets-Patric-LoveHasNoA-9781891767142","9781891767142","1891767143","ZBeZZwEACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9781891767142","Love Has No Age Limit","Welcoming an Adopted Dog Into Your Home","Patricia B. McConnell","Patricia B. McConnell;Karen B. London","Pets","Pets","","https://www.loc.gov/search?q=9781891767142"
"9780062874788","Busi-JasonF-ItDoesn'tH-9780062874788","9780062874788","0062874780","JUGWswEACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9780062874788","It Doesn't Have to Be Crazy at Work","","Jason Fried","Jason Fried;David Heinemeier Hansson","Business & Economics","Business & Economics","HD58.7 .F78 2018","https://www.loc.gov/search?q=9780062874788"
"9780465020690","---9780465020690","","","","https://www.google.com/search?tbm=bks&q=isbn:9780465020690","","","","","","","","https://www.loc.gov/search?q=9780465020690"
"9780486298238","Phil-Marcus-Meditation-9780486298238","9780486298238","048629823X","gCgmeKnUr8EC","https://www.google.com/search?tbm=bks&q=isbn:9780486298238","Meditations","","Marcus Aurelius","Marcus Aurelius;George Long","Philosophy","Philosophy","","https://www.loc.gov/search?q=9780486298238"
"9780671212094","Lang-Mortim-HowtoReada-9780671212094","9780671212094","0671212095","Xg-CBAAAQBAJ","https://www.google.com/search?tbm=bks&q=isbn:9780671212094","How to Read a Book","","Mortimer J. Adler","Mortimer J. Adler;Charles Van Doren","Language Arts & Disciplines","Language Arts & Disciplines","","https://www.loc.gov/search?q=9780671212094"
"2900393918884","---2900393918884","","","","https://www.google.com/search?tbm=bks&q=isbn:2900393918884","","","","","","","","https://www.loc.gov/search?q=2900393918884"
"9780393918861","-Robert-Shorter-9780393918861","9780393918861","0393918866","L74zzgEACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9780393918861","Shorter","","Robert S. Levine","Robert S. Levine;Wayne Franklin;Philip F. Gura;Jerome Klinkowitz","","","PS507 .N65 2013b","https://www.loc.gov/search?q=9780393918861"
"9781770463691","Comi-LyndaB-MakingComi-9781770463691","9781770463691","1770463690","2cwYwAEACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9781770463691","Making Comics","","Lynda Barry","Lynda Barry","Comics & Graphic Novels","Comics & Graphic Novels","","https://www.loc.gov/search?q=9781770463691"
"9781718500440","Comp-SteveK-TheRustPro-9781718500440","9781718500440","1718500440","0Vv6DwAAQBAJ","https://www.google.com/search?tbm=bks&q=isbn:9781718500440","The Rust Programming Language (Covers Rust 2018)","","Steve Klabnik","Steve Klabnik;Carol Nichols","Computers","Computers","","https://www.loc.gov/search?q=9781718500440"
"9781594518317","Poli-C.Brad-Neoconserv-9781594518317","","","3UBaAAAAYAAJ","https://www.google.com/search?tbm=bks&q=isbn:9781594518317","Neoconservatism","An Obituary for an Idea","C. Bradley Thompson","C. Bradley Thompson;Yaron Brook","Political Science","Political Science","JC573.2.U6 T46 2010","https://www.loc.gov/search?q=9781594518317"
"9780307463746","Busi-JasonF-Rework-9780307463746","9780307463746","0307463745","RC6LLYweIEMC","https://www.google.com/search?tbm=bks&q=isbn:9780307463746","Rework","","Jason Fried","Jason Fried;David Heinemeier Hansson","Business & Economics","Business & Economics","HD31 .F755 2010","https://www.loc.gov/search?q=9780307463746"
"9781891767135","Pets-Patric-ThePuppyPr-9781891767135","9781891767135","1891767135","LvgKRwAACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9781891767135","The Puppy Primer","","Patricia B. McConnell","Patricia B. McConnell;Brenda Scidmore","Pets","Pets","","https://www.loc.gov/search?q=9781891767135"
"9780061208492","Reli-C.S.Le-TheComplet-9780061208492","9780061208492","0061208493","JaC0_Yvffr0C","https://www.google.com/search?tbm=bks&q=isbn:9780061208492","The Complete C. S. Lewis Signature Classics","","C. S. Lewis","C. S. Lewis","Religion","Religion","","https://www.loc.gov/search?q=9780061208492"
"9780060684129","Reli-A.W.To-TheKnowled-9780060684129","9780060684129","0060684127","7qMko7zfcqIC","https://www.google.com/search?tbm=bks&q=isbn:9780060684129","The Knowledge of the Holy","","A. W. Tozer","A. W. Tozer","Religion","Religion","","https://www.loc.gov/search?q=9780060684129"
"9780062230508","Reli-N.T.Wr-TheCasefor-9780062230508","9780062230508","0062230506","qsCAlwEACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9780062230508","The Case for the Psalms","Why They Are Essential","N. T. Wright","N. T. Wright","Religion","Religion","BS1430.52 .W75 2013","https://www.loc.gov/search?q=9780062230508"
"9780830768783","Reli-A.W.To-ThePursuit-9780830768783","9780830768783","0830768785","w_9dAwAAQBAJ","https://www.google.com/search?tbm=bks&q=isbn:9780830768783","The Pursuit of God (The Definitive Classic)","","A. W. Tozer","A. W. Tozer","Religion","Religion","BV4817 .T6 2013","https://www.loc.gov/search?q=9780830768783"
"9780061142666","Reli-Stephe-TaoTeChing-9780061142666","9780061142666","0061142662","S2drtAEACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9780061142666","Tao Te Ching","A New English Version","Stephen Mitchell","Stephen Mitchell","Religion","Religion","","https://www.loc.gov/search?q=9780061142666"
"9781461019541","Reli-GerryB-HopeBeyond-9781461019541","9781461019541","1461019540","0XjzuAAACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9781461019541","Hope Beyond Hell","The Righteous Purpose of God's Judgment","Gerry Beauchemin","Gerry Beauchemin;D. Scott Reichard","Religion","Religion","","https://www.loc.gov/search?q=9781461019541"
"9781491282625","---9781491282625","","","","https://www.google.com/search?tbm=bks&q=isbn:9781491282625","","","","","","","","https://www.loc.gov/search?q=9781491282625"
"9780985967604","--So,What'sY-9780985967604","9780985967604","0985967609","ow_fMgEACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9780985967604","So, What's Your Point?","Finding Your Way in a Chart Your Own Adventure Culture","","","","","","https://www.loc.gov/search?q=9780985967604"
"9780762458684","Humo-LizCli-LobsterIst-9780762458684","9780762458684","0762458682","Vp_SDQAAQBAJ","https://www.google.com/search?tbm=bks&q=isbn:9780762458684","Lobster Is the Best Medicine","A Collection of Comics About Friendship","Liz Climo","Liz Climo","Humor","Humor","PN6727.C5638 L63 2015","https://www.loc.gov/search?q=9780762458684"
"9780807014295","Biog-Viktor-Man'sSearc-9780807014295","9780807014295","080701429X","kDOlPwAACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9780807014295","Man's Search for Meaning","","Viktor E. Frankl","Viktor E. Frankl;Ilse Lasch;Harold S. Kushner","Biography & Autobiography","Biography & Autobiography","","https://www.loc.gov/search?q=9780807014295"
"9780393328202","Lite-RayMon-HowtoReadW-9780393328202","9780393328202","0393328201","BkXgGwAACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9780393328202","How to Read Wittgenstein","","Ray Monk","Ray Monk","Literary Criticism","Literary Criticism","","https://www.loc.gov/search?q=9780393328202"
"9781939311092","Arti-Stuart-SmarterTha-9781939311092","9781939311092","1939311098","xFPKoAEACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9781939311092","Smarter Than Us (Print)","The Rise of Machine Intelligence","Stuart Armstrong","Stuart Armstrong","Artificial intelligence","Artificial intelligence","","https://www.loc.gov/search?q=9781939311092"
"X001XTE75H","---X001XTE75H","","","","https://www.google.com/search?tbm=bks&q=isbn:X001XTE75H","","","","","","","1|webcasts-7475","https://www.loc.gov/search?q=X001XTE75H"
"9780691164724","Biog-Andrew-AlanTuring-9780691164724","9780691164724","069116472X","4muYDwAAQBAJ","https://www.google.com/search?tbm=bks&q=isbn:9780691164724","Alan Turing: The Enigma","The Book That Inspired the Film The Imitation Game - Updated Edition","Andrew Hodges","Andrew Hodges","Biography & Autobiography","Biography & Autobiography","QA29.T8 H63 2014","https://www.loc.gov/search?q=9780691164724"
"9781593081386","Fict-Charle-ATaleofTwo-9781593081386","9781593081386","1593081383","Wl3DwAEACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9781593081386","A Tale of Two Cities","","Charles Dickens","Charles Dickens","Fiction","Fiction","","https://www.loc.gov/search?q=9781593081386"
"9780316001922","---9780316001922","","","","https://www.google.com/search?tbm=bks&q=isbn:9780316001922","","","","","","","DT92.7 .S35 2010","https://www.loc.gov/search?q=9780316001922"
"9780393254693","Comp-Donald-TheCaseAga-9780393254693","9780393254693","0393254690","EcT0uwEACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9780393254693","The Case Against Reality","Why Evolution Hid the Truth from Our Eyes","Donald David Hoffman","Donald David Hoffman","Computers","Computers","BD331 .H567 2019","https://www.loc.gov/search?q=9780393254693"
"9780609810347","Reli-Stephe-BhagavadGi-9780609810347","9780609810347","0609810340","LEwgCRzzgYEC","https://www.google.com/search?tbm=bks&q=isbn:9780609810347","Bhagavad Gita","A New Translation","Stephen Mitchell","Stephen Mitchell","Religion","Religion","","https://www.loc.gov/search?q=9780609810347"
"9780060653194","Reli-C.S.Le-GeorgeMacD-9780060653194","9780060653194","0060653191","HEniWPz09pgC","https://www.google.com/search?tbm=bks&q=isbn:9780060653194","George MacDonald","","C. S. Lewis","C. S. Lewis","Religion","Religion","","https://www.loc.gov/search?q=9780060653194"
"9781590525029","---9781590525029","","","","https://www.google.com/search?tbm=bks&q=isbn:9781590525029","","","","","","","","https://www.loc.gov/search?q=9781590525029"
"9780684815008","Phil-Dietri-TheCostofD-9780684815008","9780684815008","0684815001","ANfH1fmvBKIC","https://www.google.com/search?tbm=bks&q=isbn:9780684815008","The Cost of Discipleship","","Dietrich Bonhoeffer","Dietrich Bonhoeffer","Philosophy","Philosophy","","https://www.loc.gov/search?q=9780684815008"
"9781610397193","---9781610397193","","","","https://www.google.com/search?tbm=bks&q=isbn:9781610397193","","","","","","","","https://www.loc.gov/search?q=9781610397193"
"9780140433395","Lite-Friedr-TheBirthof-9780140433395","9780140433395","0140433392","REValV-USqcC","https://www.google.com/search?tbm=bks&q=isbn:9780140433395","The Birth of Tragedy","Out of the Spirit of Music","Friedrich Nietzsche","Friedrich Nietzsche","Literary Criticism","Literary Criticism","","https://www.loc.gov/search?q=9780140433395"
"9780060937287","Phil-Martin-Poetry,Lan-9780060937287","9780060937287","0060937289","GUn3aVw-4MsC","https://www.google.com/search?tbm=bks&q=isbn:9780060937287","Poetry, Language, Thought","","Martin Heidegger","Martin Heidegger","Philosophy","Philosophy","","https://www.loc.gov/search?q=9780060937287"
"9780812979794","---9780812979794","","","","https://www.google.com/search?tbm=bks&q=isbn:9780812979794","","","","","","","DA590 .S55 2012c","https://www.loc.gov/search?q=9780812979794"
"9781449529253","---9781449529253","","","","https://www.google.com/search?tbm=bks&q=isbn:9781449529253","","","","","","","","https://www.loc.gov/search?q=9781449529253"
"9781491946008","Comp-Lucian-FluentPyth-9781491946008","9781491946008","1491946008","kgrXoAEACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9781491946008","Fluent Python","","Luciano Ramalho","Luciano Ramalho","Computers","Computers","QA76.73.P98 R36 2015","https://www.loc.gov/search?q=9781491946008"
"9780134769042","Comp-KentBe-SmalltalkB-9780134769042","9780134769042","013476904X","PQx2QgAACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9780134769042","Smalltalk Best Practice Patterns","","Kent Beck","Kent Beck","Computers","Computers","","https://www.loc.gov/search?q=9780134769042"
"9788590379836","Comp-Robert-Lua5.1Refe-9788590379836","9788590379836","8590379833","J-_DAAAACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9788590379836","Lua 5.1 Reference Manual","","Roberto Ierusalimschy","Roberto Ierusalimschy;Luiz Henrique de Figueiredo;Waldemar Celes","Computers","Computers","","https://www.loc.gov/search?q=9788590379836"
"9780143113874","Phil-Thomas-PlatoandaP-9780143113874","9780143113874","0143113879","YcsZCKg0Oo4C","https://www.google.com/search?tbm=bks&q=isbn:9780143113874","Plato and a Platypus Walk Into a Bar . . .","Understanding Philosophy Through Jokes","Thomas Cathcart","Thomas Cathcart;Daniel Klein","Philosophy","Philosophy","BD31 .C38 2008","https://www.loc.gov/search?q=9780143113874"
"9780062569028","Comi-JomnyS-Everyone's-9780062569028","9780062569028","0062569023","W_dgvgAACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9780062569028","Everyone's a Aliebn When Ur a Aliebn Too","A Book","Jomny Sun","Jomny Sun","Comics & Graphic Novels","Comics & Graphic Novels","PN6727.S865 E94 2017","https://www.loc.gov/search?q=9780062569028"
"9780399563331","---9780399563331","","","","https://www.google.com/search?tbm=bks&q=isbn:9780399563331","","","","","","","PT8951.21.N38 Z46 2018","https://www.loc.gov/search?q=9780399563331"
"9780399563362","Biog-KarlOv-Spring-9780399563362","9780399563362","0399563369","OSvvtAEACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9780399563362","Spring","","Karl Ove Knausgaard","Karl Ove Knausgaard","Biography & Autobiography","Biography & Autobiography","PT8951.21.N38 O5513 2018","https://www.loc.gov/search?q=9780399563362"
"9780399563393","Biog-KarlOv-Summer-9780399563393","9780399563393","0399563393","0iYctAEACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9780399563393","Summer","","Karl Ove Knausgaard","Karl Ove Knausgaard","Biography & Autobiography","Biography & Autobiography","PT8951.21.N38 O5513 2018","https://www.loc.gov/search?q=9780399563393"
"9780064471190","Juve-C.S.Le-TheChronic-9780064471190","9780064471190","0064471195","g6adzQEACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9780064471190","The Chronicles of Narnia Rack Box Set (Books 1 to 7)","","C. S. Lewis","C. S. Lewis","Juvenile Fiction","Juvenile Fiction","","https://www.loc.gov/search?q=9780064471190"
"9780345529053","---9780345529053","","","","https://www.google.com/search?tbm=bks&q=isbn:9780345529053","","","","","","","","https://www.loc.gov/search?q=9780345529053"
"9780393926798","Fict-JamesJ-APortraito-9780393926798","9780393926798","0393926796","FINuQgAACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9780393926798","A Portrait of the Artist as a Young Man","Authoritative Text, Backgrounds and Contexts, Criticism","James Joyce","James Joyce","Fiction","Fiction","PR6019.O9 P63 2007","https://www.loc.gov/search?q=9780393926798"
"9780452273337","Fict-AynRan-TheFountai-9780452273337","9780452273337","0452273331","cVImuwEACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9780452273337","The Fountainhead","","Ayn Rand","Ayn Rand","Fiction","Fiction","","https://www.loc.gov/search?q=9780452273337"
"9780670021659","---9780670021659","","","","https://www.google.com/search?tbm=bks&q=isbn:9780670021659","","","","","","","HQ834 .G48 2010","https://www.loc.gov/search?q=9780670021659"
"9780393925302","Fict-AntonC-AntonChekh-9780393925302","9780393925302","0393925307","xvDQAgAAQBAJ","https://www.google.com/search?tbm=bks&q=isbn:9780393925302","Anton Chekhov's Selected Stories (Norton Critical Editions)","","Anton Chekhov","Anton Chekhov","Fiction","Fiction","PG3456.A13 P66 2014","https://www.loc.gov/search?q=9780393925302"
"9780393956238","Fict-Fyodor-CrimeandPu-9780393956238","9780393956238","0393956237","u9VlQgAACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9780393956238","Crime and Punishment","The Coulson Translation, Backgrounds and Sources, Essays in Criticism","Fyodor Dostoyevsky","Fyodor Dostoyevsky;Fedor M. Dostoevskij","Fiction","Fiction","","https://www.loc.gov/search?q=9780393956238"
"9780140436990","Poet-Thomas-SelectedPo-9780140436990","9780140436990","0140436995","x4yA3r29CnYC","https://www.google.com/search?tbm=bks&q=isbn:9780140436990","Selected Poems","","Thomas Hardy","Thomas Hardy","Poetry","Poetry","","https://www.loc.gov/search?q=9780140436990"
"9780394759845","Biog-Richar-OscarWilde-9780394759845","9780394759845","0394759842","j0-MDQAAQBAJ","https://www.google.com/search?tbm=bks&q=isbn:9780394759845","Oscar Wilde","","Richard Ellmann","Richard Ellmann","Biography & Autobiography","Biography & Autobiography","","https://www.loc.gov/search?q=9780394759845"
"9780385474542","Fict-Chinua-ThingsFall-9780385474542","","","yz0GAQAAIAAJ","https://www.google.com/search?tbm=bks&q=isbn:9780385474542","Things Fall Apart","","Chinua Achebe","Chinua Achebe","Fiction","Fiction","","https://www.loc.gov/search?q=9780385474542"
"9781593082239","---9781593082239","","","","https://www.google.com/search?tbm=bks&q=isbn:9781593082239","","","","","","","","https://www.loc.gov/search?q=9781593082239"
"9781586638481","Lite-Willia-AMidsummer-9781586638481","9781586638481","1586638483","9l9aGhgbelwC","https://www.google.com/search?tbm=bks&q=isbn:9781586638481","A Midsummer Night's Dream","","William Shakespeare","William Shakespeare","Literary Criticism","Literary Criticism","","https://www.loc.gov/search?q=9781586638481"
"9781586638528","Lite-Willia-Othello-9781586638528","9781586638528","1586638521","_JSwxQEACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9781586638528","Othello","","William Shakespeare","William Shakespeare","Literary Criticism","Literary Criticism","","https://www.loc.gov/search?q=9781586638528"
"9781593083090","Fict-Thomas-TheMayorof-9781593083090","9781593083090","1593083092","MSqHuyOzDaUC","https://www.google.com/search?tbm=bks&q=isbn:9781593083090","The Mayor of Casterbridge","","Thomas Hardy","Thomas Hardy","Fiction","Fiction","","https://www.loc.gov/search?q=9781593083090"
"9781593080358","Fict-Thomas-JudetheObs-9781593080358","9781593080358","1593080352","Pga7wAEACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9781593080358","Jude the Obscure","","Thomas Hardy","Thomas Hardy","Fiction","Fiction","","https://www.loc.gov/search?q=9781593080358"
"9781476753836","Cook-SaminN-Salt,Fat,A-9781476753836","9781476753836","1476753830","yvqxDgAAQBAJ","https://www.google.com/search?tbm=bks&q=isbn:9781476753836","Salt, Fat, Acid, Heat","Mastering the Elements of Good Cooking","Samin Nosrat","Samin Nosrat","Cooking","Cooking","TX651 .N67 2017","https://www.loc.gov/search?q=9781476753836"
"9781942411192","Cook-Sonoma-TheComplet-9781942411192","9781942411192","1942411197","PEn0rQEACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9781942411192","The Complete Slow Cooking for Two","A Perfectly Portioned Slow Cooker Cookbook","Sonoma Press","Sonoma Press;Linda Larsen","Cooking","Cooking","","https://www.loc.gov/search?q=9781942411192"
"9781101903919","Cook-Chriss-Cravings-9781101903919","9781101903919","1101903910","U37aCwAAQBAJ","https://www.google.com/search?tbm=bks&q=isbn:9781101903919","Cravings","Recipes for All the Food You Want to Eat","Chrissy Teigen","Chrissy Teigen;Adeena Sussman","Cooking","Cooking","TX714 .T43 2016","https://www.loc.gov/search?q=9781101903919"
"9780525533894","---9780525533894","","","","https://www.google.com/search?tbm=bks&q=isbn:9780525533894","","","","","","","TP548 .P793 2018","https://www.loc.gov/search?q=9780525533894"
"9780848716868","Cook-JulieF-SouthernLi-9780848716868","9780848716868","0848716868","KgM6swEACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9780848716868","Southern Living","Our Best Easy Weeknight Favorites","Julie Fisher","Julie Fisher","Cooking","Cooking","","https://www.loc.gov/search?q=9780848716868"
"9780811876438","Cook-Michae-Ruhlman'sT-9780811876438","9780811876438","0811876438","IUrMTywPNDUC","https://www.google.com/search?tbm=bks&q=isbn:9780811876438","Ruhlman's Twenty","20 Techniques, 200 Recipes, A Cook's Manifesto","Michael Ruhlman","Michael Ruhlman","Cooking","Cooking","TX651 .R738 2011","https://www.loc.gov/search?q=9780811876438"
"9780765377067","Fict-CixinL-TheThree-B-9780765377067","9780765377067","0765377063","QxbFBAAAQBAJ","https://www.google.com/search?tbm=bks&q=isbn:9780765377067","The Three-Body Problem","","Cixin Liu","Cixin Liu","Fiction","Fiction","PL2947.C59 S3613 2014","https://www.loc.gov/search?q=9780765377067"
"9780765377081","Fict-CixinL-TheDarkFor-9780765377081","9780765377081","076537708X","6_gZCgAAQBAJ","https://www.google.com/search?tbm=bks&q=isbn:9780765377081","The Dark Forest","","Cixin Liu","Cixin Liu","Fiction","Fiction","PL2947.C59 D37 2015","https://www.loc.gov/search?q=9780765377081"
"9780544668256","-Hought-ThingExpla-9780544668256","9780544668256","0544668251","T5xXrgEACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9780544668256","Thing Explainer","Complicated Stuff in Simple Words","Houghton Mifflin Harcourt","Houghton Mifflin Harcourt;Randall Munroe","","","Q173 .M964 2015","https://www.loc.gov/search?q=9780544668256"
"9780765377104","Fict-CixinL-Death'sEnd-9780765377104","9780765377104","0765377101","gebBDAAAQBAJ","https://www.google.com/search?tbm=bks&q=isbn:9780765377104","Death's End","","Cixin Liu","Cixin Liu","Fiction","Fiction","PL2947.C59 D4313 2016","https://www.loc.gov/search?q=9780765377104"
"X0007KHFBV","---X0007KHFBV","","","","https://www.google.com/search?tbm=bks&q=isbn:X0007KHFBV","","","","","","","","https://www.loc.gov/search?q=X0007KHFBV"
"9781593082062","Fict-Charle-OliverTwis-9781593082062","9781593082062","1593082061","JsXq_iUpQ9EC","https://www.google.com/search?tbm=bks&q=isbn:9781593082062","Oliver Twist","","Charles Dickens","Charles Dickens","Fiction","Fiction","","https://www.loc.gov/search?q=9781593082062"
"9781586590857","Juve-AnneE.-TheHaunted-9781586590857","9781586590857","1586590855","VdaPKAAACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9781586590857","The Haunted Hound","","Anne E. Schraff","Anne E. Schraff","Juvenile Fiction","Juvenile Fiction","","https://www.loc.gov/search?q=9781586590857"
"9780375507250","Fict-DavidS-CloudAtlas-9780375507250","9780375507250","0375507256","6lJmvgEACAAJ","https://www.google.com/search?tbm=bks&q=isbn:9780375507250","Cloud Atlas","a Novel","David Stephen Mitchell","David Stephen Mitchell","Fiction","Fiction","","https://www.loc.gov/search?q=9780375507250"
"9781451673319","Fict-RayBra-Fahrenheit-9781451673319","9781451673319","1451673310","y3CyRurE7P4C","https://www.google.com/search?tbm=bks&q=isbn:9781451673319","Fahrenheit 451","A Novel","Ray Bradbury","Ray Bradbury","Fiction","Fiction","","https://www.loc.gov/search?q=9781451673319"
